id,fullpath,dcTitle,entity,uri
9814,"/Persone/Zecchillo, Giuseppe (9814)",Giuseppe Zecchillo,Q100148950,https://www.wikidata.org/wiki/Q100148950
9815,"/Persone/Metastasio, Pietro (9815)",Pietro Metastasio,Q29473,https://www.wikidata.org/wiki/Q29473
9816,"/Persone/Santi, Piero (9816)",Piero Santi,Q28665927,https://www.wikidata.org/wiki/Q28665927
9817,"/Persone/Daspuro, Nicola (9817)",Nicola Daspuro,Q15269616,https://www.wikidata.org/wiki/Q15269616
9818,"/Persone/Di Bella, Benito (9818)",Benito Di Bella,Q20035926,https://www.wikidata.org/wiki/Q20035926
9819,"/Persone/Targioni-Tozzetti, Giovanni (9819)",Giovanni Targioni Tozzetti,Q2247857,https://www.wikidata.org/wiki/Q2247857
9820,"/Persone/Menasci, Guido (9820)",Guido Menasci,Q1608603,https://www.wikidata.org/wiki/Q1608603
9821,"/Persone/Heine, Heinrich (9821)",Heinrich Heine,Q44403,https://www.wikidata.org/wiki/Q44403
9822,"/Persone/Maffei, Andrea (9822)",Andrea Maffei,Q2460930,https://www.wikidata.org/wiki/Q2460930
9823,"/Persone/Borsò, Umberto (9823)",Umberto Borsò,Q16619190,https://www.wikidata.org/wiki/Q16619190
9824,"/Persone/Francia, Piero (9824)",Piero Francia,Q133735710,https://www.wikidata.org/wiki/Q133735710
9825,"/Persone/Bartoletti, Bruno (9825)",Bruno Bartoletti,Q3645637,https://www.wikidata.org/wiki/Q3645637
9826,"/Persone/Zeani, Virginia (9826)",Virginia Zeani,Q436155,https://www.wikidata.org/wiki/Q436155
9827,"/Persone/Cain, Henri (9827)",Henri Caïn,Q946300,https://www.wikidata.org/wiki/Q946300
9828,"/Persone/Kalef, Breda (9828)",Breda Kalef-Simonović,Q12744722,https://www.wikidata.org/wiki/Q12744722
9829,"/Persone/Milliet, Paul (9829)",Paul Milliet,Q1678210,https://www.wikidata.org/wiki/Q1678210
9830,"/Persone/Casula, Maria (9830)",Maria Casula,Q3847181,https://www.wikidata.org/wiki/Q3847181
9831,"/Persone/Blau, Édouard (9831)",Édouard Blau,Q274235,https://www.wikidata.org/wiki/Q274235
9832,"/Persone/Hartmann, Georges (9832)",Georg Hartmann,Q1504605,https://www.wikidata.org/wiki/Q1504605
9833,"/Persone/Prêtre, Georges (9833)",Georges Prêtre,Q342381,https://www.wikidata.org/wiki/Q342381
9834,"/Persone/Lane, Gloria (9834)",Gloria Lane,Q16091513,https://www.wikidata.org/wiki/Q16091513
9835,"/Persone/Gatto, Armando (9835)",Armando Gatto,Q100149340,https://www.wikidata.org/wiki/Q100149340
9836,"/Persone/Trama, Ugo (9836)",Ugo Trama,Q112629838,https://www.wikidata.org/wiki/Q112629838
9837,"/Persone/Rapalo, Ugo (9837)",Ugo Rapalo,Q4002881,https://www.wikidata.org/wiki/Q4002881
9838,"/Persone/Chiara, Maria (9838)",Maria Chiara,Q448178,https://www.wikidata.org/wiki/Q448178
9839,"/Persone/Carmeli, Boris (9839)",Boris Carmeli,Q22343713,https://www.wikidata.org/wiki/Q22343713
9840,"/Persone/Lewis, Henry (9840)",Henry Lewis,Q457501,https://www.wikidata.org/wiki/Q457501
9841,"/Persone/Cocteau, Jean (9841)",Jean Cocteau,Q83158,https://www.wikidata.org/wiki/Q83158
9842,"/Persone/Hiolski, Andrzej (9842)",Andrzej Hiolski,Q8861711,https://www.wikidata.org/wiki/Q8861711
9843,"/Persone/Rinuccini, Ottavio (9843)",Ottavio Rinuccini,Q443900,https://www.wikidata.org/wiki/Q443900
9844,"/Persone/Tasso, Torquato (9844)",Torquato Tasso,Q168962,https://www.wikidata.org/wiki/Q168962
9845,"/Persone/Busenello, Giovanni Francesco (9845)",Giovanni Francesco Busenello,Q1386331,https://www.wikidata.org/wiki/Q1386331
9846,"/Persone/Striggio, Alessandro (9846)",Alessandro Striggio,Q1334439,https://www.wikidata.org/wiki/Q1334439
9847,"/Persone/Badoaro, Giacomo (9847)",Giacomo Badoaro,Q3761981,https://www.wikidata.org/wiki/Q3761981
9848,"/Persone/Weiskern, Friedrich Wilhelm (9848)",Friedrich Wilhelm Weiskern,Q20774542,https://www.wikidata.org/wiki/Q20774542
9849,"/Persone/Da Ponte, Lorenzo (9849)",Lorenzo Da Ponte,Q268166,https://www.wikidata.org/wiki/Q268166
9850,"/Persone/Dermota, Anton (9850)",Anton Dermota,Q588808,https://www.wikidata.org/wiki/Q588808
9851,"/Persone/Stephanie, Johann Gottlob (9851)","Stephanie, Johann Gottlob",,
9852,"/Persone/Coltellini, Marco (9852)",Marco Coltellini,Q524176,https://www.wikidata.org/wiki/Q524176
9853,"/Persone/Varesco, Giambattista (9853)",Giambattista Varesco,Q552416,https://www.wikidata.org/wiki/Q552416
9854,"/Persone/Cigna-Santi, Vittorio Amedeo (9854)",Vittorio Amedeo Cigna-Santi,Q1345128,https://www.wikidata.org/wiki/Q1345128
9855,"/Persone/Vaughan, Denis (9855)",Denis Vaughan,Q3705457,https://www.wikidata.org/wiki/Q3705457
9856,"/Persone/Schikaneder, Emanuel Johann Joseph (9856)",Emanuel Schikaneder,Q213547,https://www.wikidata.org/wiki/Q213547
9857,"/Persone/Brajnik, Miro (9857)","Brajnik, Miro",,
9858,"/Persone/Bukovetz, Vilma (9858)","Bukovetz, Vilma",,
9859,"/Persone/Gogol', Nicolaj Vasil'evi|c (9859)","Gogol', Nicolaj Vasil'evi|c",,
9860,"/Persone/Liszt, Franz (9860)",Franz Liszt,Q41309,https://www.wikidata.org/wiki/Q41309
9861,"/Persone/Lehár, Franz (9861)",弗朗兹·莱哈尔,Q191917,https://www.wikidata.org/wiki/Q191917
9862,"/Persone/Carpani, Giuseppe (9862)",Giuseppe Carpani,Q3108005,https://www.wikidata.org/wiki/Q3108005
9863,"/Persone/Hérold, Ferdinand (9863)",Ferdinand Hérold,Q362639,https://www.wikidata.org/wiki/Q362639
9864,"/Persone/Crémieux, Hector-Jonathan (9864)",Hector Crémieux,Q1334216,https://www.wikidata.org/wiki/Q1334216
9865,"/Persone/Halévy, Ludovic (9865)",Ludovic Halévy,Q723585,https://www.wikidata.org/wiki/Q723585
9866,"/Persone/Tartini, Giuseppe (9866)","Tartini, Giuseppe",,
9867,"/Persone/Hölderlin, Friedrich (9867)",Friedrich Hölderlin,Q75889,https://www.wikidata.org/wiki/Q75889
9868,"/Persone/Mattiucci, Franca (9868)",Franca Mattiucci,Q3749308,https://www.wikidata.org/wiki/Q3749308
9869,"/Persone/Del Bianco, Tito (9869)",Tito Del Bianco,Q3991864,https://www.wikidata.org/wiki/Q3991864
9870,"/Persone/Spinelli, Gianfranco (9870)",Gianfranco Spinelli,Q131148493,https://www.wikidata.org/wiki/Q131148493
9871,"/Persone/Federico, Gennaro Antonio (9871)",Gennaro Antonio Federico,Q3100771,https://www.wikidata.org/wiki/Q3100771
9872,"/Persone/Schubert, Franz (9872)",Franz Schubert,Q7312,https://www.wikidata.org/wiki/Q7312
9873,"/Persone/Ghitti, Franco (9873)","Ghitti, Franco",,
9874,"/Persone/Ephrikian, Angelo (9874)",Angelo Ephrikian,Q2849470,https://www.wikidata.org/wiki/Q2849470
9875,"/Persone/Corridori, Anita (9875)",Anita Corridori,Q63486249,https://www.wikidata.org/wiki/Q63486249
9876,"/Persone/Calò, Gino (9876)",Gino Galo,Q61718121,https://www.wikidata.org/wiki/Q61718121
9877,"/Persone/Ercolani, Renato (9877)",Renato Ercolani,Q59531950,https://www.wikidata.org/wiki/Q59531950
9878,"/Persone/Bergonzi, Carlo (9878)",Carlo Bergonzi,Q446670,https://www.wikidata.org/wiki/Q446670
9879,"/Persone/Glavak, Bozena (9879)",Božena Glavak,Q12786295,https://www.wikidata.org/wiki/Q12786295
9880,"/Persone/Dolničar, Vladimir (9880)",Vladimir Dolničar,Q12805898,https://www.wikidata.org/wiki/Q12805898
9881,"/Persone/Giacosa, Giuseppe (9881)",Giuseppe Giacosa,Q372032,https://www.wikidata.org/wiki/Q372032
9882,"/Persone/Bach, Johann Sebastian (9882)",Johann Sebastian Bach,Q1339,https://www.wikidata.org/wiki/Q1339
9883,"/Persone/Cesari, Renato (9883)",Renato Cesari,Q6105395,https://www.wikidata.org/wiki/Q6105395
9884,"/Persone/D'Orazi, Attilio (9884)",Attilio D'Orazi,Q98958972,https://www.wikidata.org/wiki/Q98958972
9885,"/Persone/Adani, Mariella (9885)",Mariella Adani,Q3847902,https://www.wikidata.org/wiki/Q3847902
9886,"/Persone/Albéniz, Isaac (9886)",Isaac Albéniz,Q185812,https://www.wikidata.org/wiki/Q185812
9887,"/Persone/Grieg, Edvard (9887)",Edvard Grieg,Q80621,https://www.wikidata.org/wiki/Q80621
9888,"/Persone/Fontana, Ferdinando (9888)",Ferdinando Fontana,Q653839,https://www.wikidata.org/wiki/Q653839
9889,"/Persone/Civinini, Guelfo (9889)",Guelfo Civinini,Q3778501,https://www.wikidata.org/wiki/Q3778501
9890,"/Persone/Zangarini, Carlo (9890)",Carlo Zangarini,Q2939267,https://www.wikidata.org/wiki/Q2939267
9891,"/Persone/Carturan, Gabriella (9891)",Gabriella Carturan,Q61474321,https://www.wikidata.org/wiki/Q61474321
9892,"/Persone/Savio, Giuseppe (9892)",Giuseppe Savio,Q133704321,https://www.wikidata.org/wiki/Q133704321
9893,"/Persone/Masini, Mafalda (9893)",Mafalda Masini,Q133704255,https://www.wikidata.org/wiki/Q133704255
9894,"/Persone/Pane, Tullio (9894)","Pane, Tullio",,
9895,"/Persone/Adami, Giuseppe (9895)",Giuseppe Adami,Q1010826,https://www.wikidata.org/wiki/Q1010826
9896,"/Persone/Mas, Margaret (9896)",Margaret Mas,Q16986878,https://www.wikidata.org/wiki/Q16986878
9897,"/Persone/Tadeo, Giorgio (9897)",Giorgio Tadeo,Q603737,https://www.wikidata.org/wiki/Q603737
9898,"/Persone/Caccini, Giulio (9898)",Giulio Caccini,Q215308,https://www.wikidata.org/wiki/Q215308
9899,"/Persone/Chopin, Fryderyk (9899)",Frédéric Chopin,Q1268,https://www.wikidata.org/wiki/Q1268
9900,"/Persone/Tate, Nahum (9900)",Nahum Tate,Q956310,https://www.wikidata.org/wiki/Q956310
9901,"/Persone/Dryden, John (9901)",John Dryden,Q213355,https://www.wikidata.org/wiki/Q213355
9902,"/Persone/Harper, Heather (9902)",Heather Harper,Q440868,https://www.wikidata.org/wiki/Q440868
9903,"/Persone/Pellegrin, Simon-Joseph (9903)",Simon-Joseph Pellegrin,Q3484170,https://www.wikidata.org/wiki/Q3484170
9904,/Persone/Colette (9904),Colette,Q218679,https://www.wikidata.org/wiki/Q218679
9905,"/Persone/Paganini, Niccolò (9905)",Niccolò Paganini,Q66075,https://www.wikidata.org/wiki/Q66075
9906,"/Persone/Mendelssohn-Bartholdy, Felix (9906)",Felix Mendelssohn,Q46096,https://www.wikidata.org/wiki/Q46096
9907,"/Persone/Menuhin, Yehudi (9907)",Yehudi Menuhin,Q156814,https://www.wikidata.org/wiki/Q156814
9908,"/Persone/Corelli, Arcangelo (9908)",Arcangelo Corelli,Q164475,https://www.wikidata.org/wiki/Q164475
9909,"/Persone/Mazzucato, Daniela (9909)",Daniela Mazzucato,Q112476237,https://www.wikidata.org/wiki/Q112476237
9910,"/Persone/Kozma, Lajos (9910)",Lajos Kozma,Q1120648,https://www.wikidata.org/wiki/Q1120648
9911,"/Persone/Meano, Cesare (9911)",Cesare Meano,Q1056872,https://www.wikidata.org/wiki/Q1056872
9912,"/Persone/Chabrier, Emmanuel (9912)",Emmanuel Chabrier,Q313374,https://www.wikidata.org/wiki/Q313374
9913,"/Persone/Schmidt, Giovanni (9913)",Giovanni Schmidt,Q3768112,https://www.wikidata.org/wiki/Q3768112
9914,"/Persone/Deutekom, Cristina (9914)",Cristina Deutekom,Q447389,https://www.wikidata.org/wiki/Q447389
9915,"/Persone/Garaventa, Ottavio (9915)",Ottavio Garaventa,Q3887220,https://www.wikidata.org/wiki/Q3887220
9916,"/Persone/Bottazzo, Pietro (9916)",Pietro Bottazzo,Q94932231,https://www.wikidata.org/wiki/Q94932231
9917,"/Persone/Maddalena, Alessandro (9917)",Alessandro De Maddalena,Q112516220,https://www.wikidata.org/wiki/Q112516220
9918,"/Persone/Sterbini, Cesare (9918)",Cesare Sterbini,Q218534,https://www.wikidata.org/wiki/Q218534
9919,"/Persone/Sor, Fernando Macari (9919)",Fernando Sor,Q254110,https://www.wikidata.org/wiki/Q254110
9920,"/Persone/Brahms, Johannes (9920)",Johannes Brahms,Q7294,https://www.wikidata.org/wiki/Q7294
9921,"/Persone/Sighele, Mietta (9921)",Mietta Sighele,Q133706014,https://www.wikidata.org/wiki/Q133706014
9922,"/Persone/Luchetti, Veriano (9922)",Veriano Luchetti,Q239347,https://www.wikidata.org/wiki/Q239347
9923,"/Persone/Casarini, Gianfranco (9923)","Casarini, Gianfranco",,
9924,"/Persone/Muti, Riccardo (9924)",Riccardo Muti,Q276038,https://www.wikidata.org/wiki/Q276038
9925,"/Persone/Rubinštein, Anton (9925)",Anton Rubinstein,Q87567,https://www.wikidata.org/wiki/Q87567
9926,"/Persone/Ricci, Ruggero (9926)",Ruggiero Ricci,Q718368,https://www.wikidata.org/wiki/Q718368
9927,"/Persone/Svendsen, Johann Severin (9927)",Johan Svendsen,Q336668,https://www.wikidata.org/wiki/Q336668
9928,"/Persone/Bettinelli, Bruno (9928)",Bruno Bettinelli,Q993053,https://www.wikidata.org/wiki/Q993053
9929,"/Persone/Turina, Joaquin (9929)",Joaquín Turina,Q318077,https://www.wikidata.org/wiki/Q318077
9930,"/Persone/Reger, Max (9930)",Max Reger,Q57139,https://www.wikidata.org/wiki/Q57139
9931,"/Persone/Delestre-Poirson, Charles-Gaspard (9931)",Charles-Gaspard Delestre-Poirson,Q2958089,https://www.wikidata.org/wiki/Q2958089
9932,"/Persone/Tottola, Leone Andrea (9932)",Andrea Leone Tottola,Q1152842,https://www.wikidata.org/wiki/Q1152842
9933,"/Persone/Gherardini, Giovanni (9933)",Giovanni Gherardini,Q3767354,https://www.wikidata.org/wiki/Q3767354
9934,"/Persone/Bellugi, Piero (9934)",Piero Bellugi,Q1173018,https://www.wikidata.org/wiki/Q1173018
9935,"/Persone/Goitre, Roberto (9935)",Roberto Goitre,Q3938856,https://www.wikidata.org/wiki/Q3938856
9936,"/Persone/Parada, Claudia (9936)",Claudia Parada,Q43863536,https://www.wikidata.org/wiki/Q43863536
9937,"/Persone/Pradella, Massimo (9937)",Massimo Pradella,Q24897742,https://www.wikidata.org/wiki/Q24897742
9938,"/Persone/Grimaldi, Giorgio (9938)",Giorgio Grimaldi,Q130771486,https://www.wikidata.org/wiki/Q130771486
9939,"/Persone/Rosada, Luciano (9939)",Luciano Rosada,Q3838705,https://www.wikidata.org/wiki/Q3838705
9940,"/Persone/Bis, Hippolyte-Louis-Florent (9940)",Hippolyte Bis,Q3136022,https://www.wikidata.org/wiki/Q3136022
9941,"/Persone/Foppa, Giuseppe Maria (9941)",Giuseppe Maria Foppa,Q1528422,https://www.wikidata.org/wiki/Q1528422
9942,"/Persone/Anelli, Angelo (9942)",Angelo Anelli,Q320799,https://www.wikidata.org/wiki/Q320799
9943,"/Persone/Labò, Flaviano (9943)",Flaviano Labò,Q3746446,https://www.wikidata.org/wiki/Q3746446
9944,"/Persone/Hahn, Reynaldo (9944)",Reynaldo Hahn,Q432938,https://www.wikidata.org/wiki/Q432938
9945,"/Persone/Wolf, Hugo (9945)",Hugo Wolf,Q215747,https://www.wikidata.org/wiki/Q215747
9946,"/Persone/Roni, Luigi (9946)",Luigi Roni,Q61481724,https://www.wikidata.org/wiki/Q61481724
9947,"/Persone/Lemaire, Ferdinand (9947)",Ferdinand Lemaire,Q1268019,https://www.wikidata.org/wiki/Q1268019
9948,"/Persone/Goetze, Walter W. (9948)","Goetze, Walter W.",,
9949,"/Persone/Downes, Edward (9949)",Edward Downes,Q998576,https://www.wikidata.org/wiki/Q998576
9950,"/Persone/Domingo, Placido (9950)",Plácido Domingo,Q130853,https://www.wikidata.org/wiki/Q130853
9951,"/Persone/Tatum, Nancy (9951)",Nancy Tatum,Q21484132,https://www.wikidata.org/wiki/Q21484132
9952,"/Persone/Gonzales, Carmen (9952)",Carmen Gonzales,Q40195958,https://www.wikidata.org/wiki/Q40195958
9953,"/Persone/Rudel, Julius (9953)",Julius Rudel,Q426150,https://www.wikidata.org/wiki/Q426150
9954,"/Persone/Gregor, Bohumil (9954)",Bohumil Gregor,Q2908813,https://www.wikidata.org/wiki/Q2908813
9955,"/Persone/Rossi, Salomone (9955)",Salamone Rossi,Q713436,https://www.wikidata.org/wiki/Q713436
9956,"/Persone/Giovaninetti, Reynald (9956)",Reynald Jean Giovaninetti,Q133703089,https://www.wikidata.org/wiki/Q133703089
9957,"/Persone/Ceccato, Aldo (9957)",Aldo Ceccato,Q2713218,https://www.wikidata.org/wiki/Q2713218
9958,"/Persone/Ricciarelli, Katia (9958)",Katia Ricciarelli,Q242538,https://www.wikidata.org/wiki/Q242538
9959,"/Persone/Brecknock, John (9959)",John Brecknock,Q55996349,https://www.wikidata.org/wiki/Q55996349
9960,"/Persone/Janes, Aladar (9960)","Janes, Aladar",,
9961,"/Persone/Capeci, Carlo Sigismondo (9961)",Carlo Sigismondo Capece,Q357164,https://www.wikidata.org/wiki/Q357164
9962,"/Persone/Ghione, Franco (9962)",Franco Ghione,Q3751347,https://www.wikidata.org/wiki/Q3751347
9963,"/Persone/Nofri, Bruno (9963)","Nofri, Bruno",,
9964,"/Persone/Legnani, Ria Teresa (9964)",Ria Teresa Legnani,Q103036180,https://www.wikidata.org/wiki/Q103036180
9965,"/Persone/Sormani, Ercole (9965)",Ercole Sormani,Q102282868,https://www.wikidata.org/wiki/Q102282868
9966,"/Persone/Martin, Wolfgang (9966)",Wolfgang Martin,Q8030100,https://www.wikidata.org/wiki/Q8030100
9967,"/Persone/Giannini, Vincenzo (9967)",Vincenzo Giannini,Q51591787,https://www.wikidata.org/wiki/Q51591787
9968,"/Persone/Wallek, Oscar (9968)","Wallek, Oscar",,
9969,"/Persone/Piccinato, Carlo (9969)",Carlo Piccinato,Q135642266,https://www.wikidata.org/wiki/Q135642266
9970,"/Persone/Solera, Temistocle (9970)",Temistocle Solera,Q211329,https://www.wikidata.org/wiki/Q211329
9971,"/Persone/Ligeti, György (9971)",György Ligeti,Q154331,https://www.wikidata.org/wiki/Q154331
9972,"/Persone/Kurtág, György (9972)",György Kurtág,Q48184,https://www.wikidata.org/wiki/Q48184
9973,"/Persone/Crumb, George (9973)",George Crumb,Q356804,https://www.wikidata.org/wiki/Q356804
9974,"/Persone/Garuti, Mario (9974)",Mario Garuti,Q54932793,https://www.wikidata.org/wiki/Q54932793
9975,"/Persone/Grisey, Gérard (9975)",Gérard Grisey,Q548149,https://www.wikidata.org/wiki/Q548149
9976,"/Persone/Stockhausen, Karlheinz (9976)",Karlheinz Stockhausen,Q154556,https://www.wikidata.org/wiki/Q154556
9977,"/Persone/Cage, John (9977)",John Cage,Q180727,https://www.wikidata.org/wiki/Q180727
9978,"/Persone/Feldman, Morton (9978)",Morton Feldman,Q316427,https://www.wikidata.org/wiki/Q316427
9979,"/Persone/Mareggini, Giovanni (9979)",Giovanni Mareggini,Q31762704,https://www.wikidata.org/wiki/Q31762704
9980,"/Persone/Pedrazzini, Marco (9980)","Pedrazzini, Marco",,
9981,"/Persone/Valtinoni, Pierangelo (9981)",Pierangelo Valtinoni,Q16590216,https://www.wikidata.org/wiki/Q16590216
9982,"/Persone/Husmann, Maria (9982)",Maria Husmann,Q130817034,https://www.wikidata.org/wiki/Q130817034
9983,"/Persone/Cascioli, Gianluca (9983)",Gianluca Cascioli,Q5558139,https://www.wikidata.org/wiki/Q5558139
9984,"/Persone/Nono, Luigi (9984)",Luigi Nono,Q160451,https://www.wikidata.org/wiki/Q160451
9985,"/Persone/Machault, Guillaume de (9985)",Guillaume de Machaut,Q200580,https://www.wikidata.org/wiki/Q200580
9986,"/Persone/Ghirardini, Mirco (9986)","Ghirardini, Mirco",,
9987,"/Persone/Maini, Andrea (9987)",Andrea Maini,Q132231880,https://www.wikidata.org/wiki/Q132231880
9988,"/Persone/Baroni, Nicola (9988)","Baroni, Nicola",,
9989,"/Persone/Mazzola Gavazzeni, Denia (9989)",Denia Mazzola,Q32252,https://www.wikidata.org/wiki/Q32252
9990,"/Persone/Romero, Angelo (9990)",Angelo Romero,Q3617193,https://www.wikidata.org/wiki/Q3617193
9991,"/Persone/Acs, Janos (9991)",János Ács,Q985532,https://www.wikidata.org/wiki/Q985532
9992,"/Persone/Madau Diaz, Antonello (9992)",Antonello Madau Diaz,Q100137704,https://www.wikidata.org/wiki/Q100137704
9993,"/Persone/Cristini, Giorgio (9993)",Giorgio Cristini,Q136450293,https://www.wikidata.org/wiki/Q136450293
9994,"/Persone/Di Stefano, Giovanni (9994)",Stefano di Giovanni,Q362016,https://www.wikidata.org/wiki/Q362016
9995,"/Persone/Versace, Gianni (9995)",Gianni Versace,Q264490,https://www.wikidata.org/wiki/Q264490
9996,"/Persone/Kleist, Heinrich von (9996)",Heinrich von Kleist,Q28494,https://www.wikidata.org/wiki/Q28494
9997,"/Persone/Zappa, Frank (9997)",Frank Zappa,Q127330,https://www.wikidata.org/wiki/Q127330
9998,"/Persone/Barbieri, Cristina (9998)",Diana Est,Q3026143,https://www.wikidata.org/wiki/Q3026143
9999,"/Persone/De Mola, Cinzia (9999)","De Mola, Cinzia",,
10000,"/Persone/Lavender, Justin (10000)",Justin Lavender,Q18748704,https://www.wikidata.org/wiki/Q18748704
10001,"/Persone/Damiani, Davide (10001)",Davide Damiani,Q53451769,https://www.wikidata.org/wiki/Q53451769
10002,"/Persone/Zaramella, Sonia (10002)","Zaramella, Sonia",,
10003,"/Persone/Battaglia, Paolo (10003)",Paolo Battaglia,Q38544354,https://www.wikidata.org/wiki/Q38544354
10004,"/Persone/Barbacini, Paolo (10004)",Paolo Barbacini,Q61472452,https://www.wikidata.org/wiki/Q61472452
10005,"/Persone/Paliaga, Alessandro (10005)","Paliaga, Alessandro",,
10006,"/Persone/Neschling, John (10006)",John Neschling,Q4318354,https://www.wikidata.org/wiki/Q4318354
10007,"/Persone/Antal, Csába (10007)",Csaba Antal,Q771656,https://www.wikidata.org/wiki/Q771656
10008,"/Persone/Perego, Luigi (10008)",Luigi Perego,Q116483755,https://www.wikidata.org/wiki/Q116483755
10009,"/Persone/Sebastiani, Franco (10009)","Sebastiani, Franco",,
10010,"/Persone/Schiavone, Daniela (10010)","Schiavone, Daniela",,
10011,"/Persone/Auden, Wystan Hugh (10011)",W. H. Auden,Q178698,https://www.wikidata.org/wiki/Q178698
10012,"/Persone/Kallman, Chester (10012)",Chester Kallman,Q5093626,https://www.wikidata.org/wiki/Q5093626
10013,"/Persone/Lievi, Cesare (10013)",Cesare Lievi,Q3665452,https://www.wikidata.org/wiki/Q3665452
10014,"/Persone/Burato, Fiorella (10014)",Fiorella Burato,Q52480582,https://www.wikidata.org/wiki/Q52480582
10015,"/Persone/Cullen, Teresa (10015)",Teresa Cullen,Q75880796,https://www.wikidata.org/wiki/Q75880796
10016,"/Persone/Milhofer, Mark (10016)",Mark Milhofer,Q46122568,https://www.wikidata.org/wiki/Q46122568
10017,"/Persone/Rivenq, Nicholas (10017)","Rivenq, Nicholas",,
10018,"/Persone/Perry, Janet (10018)",Janet Perry,Q6153555,https://www.wikidata.org/wiki/Q6153555
10019,"/Persone/Echevarria, Alfonso (10019)",Alfonso Irigoien,Q2834866,https://www.wikidata.org/wiki/Q2834866
10020,"/Persone/Strehler, Giorgio (10020)",Giorgio Strehler,Q737794,https://www.wikidata.org/wiki/Q737794
